iter	Logloss
467	0.2541379942
468	0.2540772967
469	0.25401964
470	0.2539998731
471	0.2539605976
472	0.2539354166
473	0.2538978582
474	0.2538610032
475	0.2538216308
476	0.2537523324
477	0.253722984
478	0.253675539
479	0.2536115774
480	0.253584363
481	0.2535183708
482	0.2534971159
483	0.253463443
484	0.2534150842
485	0.2533804644
486	0.2533422787
487	0.2532735305
488	0.2532234678
489	0.2531672603
490	0.2531287659
491	0.2530886503
492	0.2530424496
493	0.2529769619
494	0.2529178161
495	0.2528682346
496	0.2528139625
497	0.2527551811
498	0.2527192497
499	0.2526994881
500	0.2526509017
501	0.2526421983
502	0.252602922
503	0.2525695233
504	0.2525328815
505	0.2524915851
506	0.2524589657
507	0.2524171691
508	0.2523636504
509	0.2522899743
510	0.2522789619
511	0.2522412355
512	0.2522140849
513	0.252180152
514	0.252118934
515	0.2520944245
516	0.251963347
517	0.2519475086
518	0.2519250592
519	0.2519120249
520	0.2518470299
521	0.2518255643
522	0.2517321513
523	0.2516611492
524	0.2515974725
525	0.2515855253
526	0.2515267637
527	0.2514773839
528	0.2514097281
529	0.2513825372
530	0.2513436018
531	0.2513345461
532	0.2512784103
533	0.2512531977
534	0.251222493
535	0.2511965616
536	0.2509916454
537	0.2509790305
538	0.2509014722
539	0.2508489036
540	0.2507783561
541	0.2507353325
542	0.2507168747
543	0.2506823928
544	0.2506154265
545	0.2505341852
546	0.2505050926
547	0.2504717768
548	0.2504172866
549	0.2503768104
550	0.2502962924
551	0.2502806517
552	0.2502099186
553	0.250173505
554	0.25008674
555	0.2500242865
556	0.2499778328
557	0.2499534574
558	0.2498786547
559	0.2498609535
560	0.2498151755
561	0.2497758228
562	0.2497553575
563	0.2497016643
564	0.2496904875
565	0.2496673509
566	0.2496082264
567	0.2495876982
568	0.2495240511
569	0.2494995508
570	0.2494629482
571	0.2494537848
572	0.2494374592
573	0.2494036628
574	0.2493750466
575	0.2493460202
576	0.2493181921
577	0.2492582661
578	0.2492055176
579	0.2491720116
580	0.2491561334
581	0.2491482053
582	0.2491004239
583	0.2490874537
584	0.2490024277
585	0.2489911291
586	0.2489511757
587	0.2488831132
588	0.2488252899
589	0.2487638479
590	0.2487566139
591	0.2487268802
592	0.2486568745
593	0.2485887381
594	0.24855611
595	0.2485178543
596	0.2484991809
597	0.2484818467
598	0.2484553234
599	0.2484249062
600	0.2484000328
601	0.2483496166
602	0.2483269185
603	0.2482982981
604	0.2482277657
605	0.2481212665
606	0.2480652612
607	0.2479976781
608	0.2479676412
609	0.247932322
610	0.2478474984
611	0.2478262755
612	0.2477798195
613	0.247677443
614	0.2476570084
615	0.2476150581
616	0.2475708282
617	0.2475428909
618	0.2475128078
619	0.2474124862
620	0.2473901249
621	0.2473775268
622	0.247328099
623	0.2472824279
624	0.2472274339
625	0.2472095624
626	0.2471829789
627	0.2471593662
628	0.247089993
629	0.2470613423
630	0.2470154916
631	0.2470046274
632	0.2469721418
633	0.2469457688
634	0.2469267671
635	0.2468841768
636	0.2468541892
637	0.2468252114
638	0.2467572002
639	0.2467470175
640	0.2467091888
641	0.2466550608
642	0.2466153667
643	0.2465537308
644	0.2464659201
645	0.2463930941
646	0.246362922
647	0.2463325533
648	0.2462941804
649	0.2462748277
650	0.2462416379
651	0.2461884241
652	0.2461677022
653	0.2461281637
654	0.2460868425
655	0.2460576432
656	0.2459058528
657	0.2458769432
658	0.2457066016
659	0.2456650037
660	0.2456256804
661	0.2455670728
662	0.2454979309
663	0.2454608402
664	0.245420826
665	0.2453858191
666	0.2453576751
667	0.2453229324
668	0.2453071583
669	0.2452943755
670	0.2452723824
671	0.2452556904
672	0.2452216917
673	0.2451806144
674	0.245106825
675	0.2450769142
676	0.2450227448
677	0.2450101659
678	0.2449602826
679	0.2449246128
680	0.2448814959
681	0.2448381812
682	0.2448147361
683	0.2447884579
684	0.2447616849
685	0.2447199927
686	0.2446487773
687	0.2446082578
688	0.2445418382
689	0.2444948336
690	0.244468087
691	0.244420144
692	0.2443856853
693	0.2443429759
694	0.244272358
695	0.2442492866
696	0.2442291072
697	0.2441908278
698	0.2441652826
699	0.2441273072
700	0.2441006927
701	0.2440823748
702	0.2440493838
703	0.2439841823
704	0.2439522851
705	0.2439307594
706	0.2438748388
707	0.2438353297
708	0.2437868432
709	0.243745018
710	0.2437276281
711	0.2436931912
712	0.2436798788
713	0.2436691023
714	0.2436384814
715	0.2435307889
716	0.243463919
717	0.2434148109
718	0.2434065149
719	0.2433667264
720	0.2433385696
721	0.2432975762
722	0.2432336708
723	0.2432201144
724	0.243190652
725	0.2431663711
726	0.2431499669
727	0.243117806
728	0.2430909963
729	0.2430391712
730	0.2429889949
731	0.2429469287
732	0.2429136876
733	0.2428888995
734	0.2428779705
735	0.2428398784
736	0.2427930472
737	0.2427049141
738	0.2426541716
739	0.2426323938
740	0.2426149097
741	0.2425968934
742	0.2425688482
743	0.2425407217
744	0.2424953243
745	0.2424791396
746	0.242442931
747	0.2424086537
748	0.2423657973
749	0.2423124834
750	0.2422863741
751	0.2422652902
752	0.2422105365
753	0.2421763437
754	0.2420976072
755	0.242052065
756	0.2420309132
757	0.241992586
758	0.2419412363
759	0.2418973609
760	0.2418644259
761	0.2418350613
762	0.2417713938
763	0.2417121364
764	0.2416376212
765	0.2416108557
766	0.2415805952
767	0.2415478543
768	0.2415125742
769	0.2414981822
770	0.2414566064
771	0.2414233891
772	0.2413634418
773	0.2413056261
774	0.2412415709
775	0.2411933487
776	0.2411594099
777	0.2411334708
778	0.2411052215
779	0.241066145
780	0.2410149528
781	0.241001107
782	0.2409369589
783	0.2409029113
784	0.2408450081
785	0.2408189906
786	0.2407773115
787	0.2407126294
788	0.2406988751
789	0.2406467232
790	0.2405842388
791	0.2405473466
792	0.2405027768
793	0.2404333141
794	0.2403919695
795	0.2403568524
796	0.2403285619
797	0.240287123
798	0.2402647418
799	0.2402246571
800	0.2401638951
801	0.2401411365
802	0.2401026715
803	0.2400568731
804	0.2400009322
805	0.2399616675
806	0.2399132021
807	0.2398689688
808	0.2398425095
809	0.2398116551
810	0.2397821082
811	0.2397328639
812	0.2396782897
813	0.2395961427
814	0.2395513729
815	0.2395102801
816	0.2394711793
817	0.2394363554
818	0.2394106137
819	0.2393691015
820	0.2393470622
821	0.2393069446
822	0.2392702303
823	0.239238479
824	0.2391964634
825	0.2391791302
826	0.2391210935
827	0.2390941951
828	0.2390610099
829	0.2390231599
830	0.2389588096
831	0.2389486386
832	0.23892467
833	0.2389099089
834	0.2388670921
835	0.2388343557
836	0.2388050437
837	0.2387737224
838	0.2387166279
839	0.2386990786
840	0.238659223
841	0.2385894593
842	0.2385688275
843	0.2385302047
844	0.2384679806
845	0.2384552916
846	0.2384174181
847	0.2383832402
848	0.2383615268
849	0.238339867
850	0.238300609
851	0.2382724174
852	0.2382051181
853	0.2381754043
854	0.2381366739
855	0.2381066962
856	0.2380856086
857	0.2380446008
858	0.23800561
859	0.2379852811
860	0.2379726183
861	0.2379425203
862	0.2378999282
863	0.237883952
864	0.2378551857
865	0.2377538849
866	0.2377006657
867	0.2376723469
868	0.2376293197
869	0.2376099098
870	0.2375790287
871	0.2375441983
872	0.237452161
873	0.2374355008
874	0.2373684058
875	0.237331761
876	0.2373132735
877	0.2372685264
878	0.2372261306
879	0.2371940523
880	0.2371600077
881	0.2371295393
882	0.2371047868
883	0.2370840236
884	0.2370585139
885	0.2370018101
886	0.2369411281
887	0.2369240819
888	0.2368805246
889	0.2368452942
890	0.2368243966
891	0.236778361
892	0.2367533751
893	0.2367338237
894	0.2367194298
895	0.2366783752
896	0.2366616759
897	0.2366276953
898	0.2365898117
899	0.2365494349
900	0.2365314824
901	0.2365028829
902	0.2364730278
903	0.236454519
904	0.2364347772
905	0.2364285068
906	0.2363885622
907	0.2363661732
908	0.2363419404
909	0.2363087084
910	0.2363000519
911	0.2362833123
912	0.2362305333
913	0.2361765692
914	0.2361114856
915	0.2360912905
916	0.2360550647
917	0.2360481325
918	0.2360407504
919	0.2359957798
920	0.2359667933
921	0.2359545512
922	0.2358596557
923	0.2358036031
924	0.2357608437
925	0.2357169443
926	0.2356766213
927	0.2356199787
928	0.2356047345
929	0.2355791439
930	0.2355274765
931	0.2355124561
932	0.2355015686
933	0.2354548406
934	0.2354247565
935	0.2353854178
936	0.2353562787
937	0.235341391
938	0.2353202638
939	0.2353000352
940	0.2352550435
941	0.2352241006
942	0.2352050463
943	0.2351850714
944	0.2351621698
945	0.2351079353
946	0.2350558196
947	0.2350259367
948	0.2350058403
949	0.234946505
950	0.2349099251
951	0.234893413
952	0.2348887415
953	0.2348418289
954	0.2348072563
955	0.2347852067
956	0.2347375366
957	0.234677289
958	0.2346404201
959	0.2346236619
960	0.2345871935
961	0.2345720899
962	0.2345133895
963	0.2344857999
964	0.2344284664
965	0.2343675145
966	0.2343338637
967	0.2342956365
968	0.2342657673
969	0.2342140446
970	0.2341521417
971	0.2341230274
972	0.2340992705
973	0.2340765903
974	0.2340367727
975	0.2339691666
976	0.2339523451
977	0.2339359007
978	0.233926308
979	0.2338959097
980	0.2338818311
981	0.2338472886
982	0.2338281826
983	0.233811825
984	0.2337594773
985	0.2337283964
986	0.2336786188
987	0.2336454063
988	0.233638676
989	0.2335955805
990	0.2335678436
991	0.233536912
992	0.2335030807
993	0.2334706974
994	0.2334304942
995	0.2334213676
996	0.2333897467
997	0.2333597312
998	0.2333326982
999	0.2332806997
